15	vuist	gaan	0.6042949015502681
50	duim	kennen	2.3664678389856917
61	kies	krijgen	2.641662993426284
64	wol	kruipen	2.5767038146567804
67	voetlicht	komen	0.7082796917605394
74	honderd	lopen	2.7737836990485696
84	korrel	nemen	2.0987926328538395
85	sleeptouw	nemen	0.9453298698321762
123	geranium	zitten	2.6124617422293293
124	lappenmand	zitten	1.9887084506802417
131	pet	houden	0.6835532737640675
132	water	halen	0.9443888946975979
133	achtergrond	blijven	0.43027387552938745
134	hand	doen	0.4290732236558455
135	duim	draaien	1.3313597527998073
136	zwaard	grijpen	0.9466282057096119
137	woord	houden	0.16797594462474327
138	weg	helpen	0.9191814464537174
139	borst	kloppen	1.3191279324511798
140	oor	knopen	2.171922945678544
141	kast	komen	0.36509440203581206
142	dag	leven	0.6125783196218894
143	hoofd	leren	0.5597305733967246
144	bed	lichten	2.9166521385306226
146	val	lopen	2.004400480773443
147	arm	nemen	1.7723969982598635
148	stroom	roeien	3.0150226631214663
149	dak	schreeuwen	1.7728913748794333
150	kaart	spelen	1.3601319184165441
151	ves	spuwen	0
152	hemd	staan	0.24500365630641818
153	eer	strijken	2.490804197165654
154	hoed	toveren	1.3416852529356371
155	bel	trekken	1.191674478044796
156	jas	trekken	0.6459695789528774
157	gat	vallen	2.6434000451875965
158	rol	vallen	-0.264366365821526
159	windmolen	vechten	-0.3015113445777636
160	zadel	wippen	2.190943104184721
161	roos	zitten	2.3397974417212515
162	straat	zetten	1.488475342342015
165	vuur	spelen	0.756400843048881
166	kraag	vatten	1.2440430063141505
167	ziel	trappen	1.6376566244446171
168	handschoen	trouwen	0.6502636250297854
170	knie	krijgen	1.128312832431773
171	wijs	brengen	0.45140142251380716
172	broek	doen	1.7060293781562172
173	vinger	hebben	0.8486586417083101
174	deur	houden	1.8123754344506402
175	hand	houden	0.6006413405554841
176	achterhoofd	houden	1.4147765088671675
181	lat	staan	2.469787511657282
183	bocht	gaan	0.9812540289466005
184	aarde	vertrouwen	-0.25389084005890694
185	voet	maken	-1.063079772009161
