1	regen	drup	1.1066015320232905
2	wal	sloot	2.13635398754264
3	hol	leeuw	0.9971947300793158
4	been	grond	0.7003120961331284
5	kat	spek	3.0047605145401812
6	duit	zak	1.5364759214376666
7	hoofd	hol	1.470662035233642
8	leven	brouwerij	2.3404718551302928
9	boter	vis	0.855619009587792
10	spek	bonen	0.8679947732896888
11	water	wijn	2.8031126402279525
12	water	zee	0.6342715838644223
13	duivel	biecht	1.200484128135473
14	kip	stok	2.8202759882398576
16	maas	net	2.7717856373479965
17	handdoek	ring	2.70220964002094
18	kont	krib	2.2069557516923837
19	geld	balk	3.015113445777636
20	kind	badwater	2.3836481056834278
21	olie	vuur	1.549087241312312
22	parel	zwijn	2.83388322633658
23	roet	eten	3.007792258882562
24	kop	wind	1.184730033226178
25	druk	ketel	2.8495255480536765
26	onderste	kan	2.8212148605711915
27	boter	hoofd	2.781775491776843
28	aal	staart	3.015113445777636
29	appel	dorst	2.7507393009526155
30	bord	kop	0.9411864959977646
31	gat	hoofd	0.460336031753755
32	gat	hand	0.5608017972857886
33	stok	deur	2.476010782623498
34	stuk	kraag	2.2657316786339274
35	vinger	pap	1.3212079036016433
36	brood	plank	1.4210077546262732
37	geld	zak	1.0666487160157991
38	haar	tand	0.6162839015252951
39	heft	hand	1.0773339225337428
40	pap	been	2.0371685802184563
41	schaap	droog	2.679211384969545
42	hand	knip	1.4540122061735785
43	vinger	pols	1.8007689884373275
44	oog	zeil	0.4029687910667951
45	slag	arm	1.1690131954162686
46	hoofd	water	1.9181627791081117
47	voet	stuk	1.8659558039447475
48	gezicht	plooi	2.026664672379765
49	kat	boom	2.159863358071192
51	oor	hoofd	0.4099888970956789
52	kat	zak	2.238536599132926
53	appel	ei	1.988803749711505
54	ei	geld	2.0783588141354508
55	baard	keel	2.2562912303195257
56	kous	kop	2.583506014048866
57	hoofd	boei	0.04207389679980193
58	veeg	pan	2.4670467328889565
59	poot	grond	1.2081106373843231
60	deksel	neus	2.0440493232659662
62	waar	geld	0.19021694780860224
63	oog	naald	1.9101516329668933
65	aap	mouw	2.6969960044549515
66	kink	kabel	2.9902325191566406
68	boer	kiespijn	-0.3978822813590993
69	god	frankrijk	0
70	hand	tand	1.2199575440856658
71	vinger	plek	0.8476455866457041
72	vuur	scheen	2.9988029186278506
73	slak	zout	2.8940511668182918
75	neus	wind	1.7710218034419047
76	ziel	arm	2.308533262009733
77	vuur	slof	3.00888852903216
78	been	lijf	0.33736979121875593
79	pas	plaats	-0.9797764238498161
80	mug	olifant	2.4314694326258848
81	luis	pels	0.9519135725195456
82	blad	mond	2.476125943339153
83	wind	zeil	1.6689219992991489
86	koe	kalf	0.7580348966839636
87	bok	schaap	0.9947889508704831
88	long	lijf	0.1036397759349452
89	adder	gras	2.1656199786116432
90	vlag	wimpel	1.1280232741597502
91	spijker	kop	2.153998868963017
92	spijker	kop	2.153998868963017
93	vlieg	klap	2.7482227921941114
94	paard	wagen	1.2345161165575296
95	gat	lucht	2.363042652762086
96	hak	tak	2.5534127503293345
97	hart	riem	2.5359063751786093
98	kop	zand	2.1535293175985393
99	vuur	vlam	0.5195133054622232
100	rug	muur	2.8262202102911282
101	zout	wond	2.9921105782844633
102	advocaat	duivel	2.385841528834725
103	ster	hemel	1.4191720217977988
104	koe	hoorn	2.0776651296560633
105	knol	citroen	1.5607247053096505
106	blok	slaap	2.7927661539723307
107	deur	huis	0.8419864737486463
108	neus	boter	2.5074803625836664
109	wal	schip	1.0620876257594356
110	daad	woord	2.1052317139178847
111	hond	pot	0.8177947357548833
112	hemd	lijf	1.4211797346392543
113	hek	dam	1.7918078401640363
114	held	sok	1.4324213466960285
115	vogel	kat	1.7983588032044562
116	gesprek	dag	-0.13941630568577104
117	kind	rekening	0.856468270712219
118	hoofd	wolk	2.206231301135094
119	vel	been	1.5937545711953593
120	neus	feit	2.1200020849354924
121	zout	wond	2.9921105782844633
122	boom	bos	0.8575076366119267
125	zak	as	2.650060863001698
126	neus	boek	0.8793355353196364
127	water	brood	2.0424196736680886
128	boel	stelt	2.343712140906401
129	deur	kier	1.1021257412148644
130	kogel	kerk	2.3285018633196892
145	zool	schoen	0.5569779434086893
163	bloed	water	0.10360137618629135
164	eten	mond	0.40620785597861153
169	hand	haar	-0.00828880870453107
177	hart	keel	1.81706626021065
178	kaas	brood	0.793661123603367
179	schrik	hart	1.6156908770656635
180	water	lip	1.681454566379789
182	brood	mond	2.57037480998785
186	water	mond	0.2729321725519629
