15	vuist	gaan	-2.5276016854852186
50	duim	kennen	-2.719113973429399
61	kies	krijgen	0
64	wol	kruipen	0
67	voetlicht	komen	-2.5903255541144774
74	honderd	lopen	-2.7305115018615225
84	korrel	nemen	-2.378450324071366
85	sleeptouw	nemen	-2.3215298715037145
123	geranium	zitten	-2.766154901441398
124	lappenmand	zitten	-2.1374015116564866
131	pet	houden	-2.6667871497456965
132	water	halen	-1.8772637097743188
133	achtergrond	blijven	-2.286560752504278
134	hand	doen	0
135	duim	draaien	-2.653723877339992
136	zwaard	grijpen	-2.9418277870998946
137	woord	houden	-1.4426494289722926
138	weg	helpen	-2.2283866729795894
139	borst	kloppen	-1.9722352537243146
140	oor	knopen	-2.0652100901499097
141	kast	komen	0
142	dag	leven	-2.4024671982374732
143	hoofd	leren	-2.357983091307519
144	bed	lichten	-1.406624227803774
146	val	lopen	-2.047563083102458
147	arm	nemen	0
148	stroom	roeien	0
149	dak	schreeuwen	-1.8031234606837299
150	kaart	spelen	-2.3310010464359534
151	ves	spuwen	0
152	hemd	staan	0
153	eer	strijken	-1.7599700880637854
154	hoed	toveren	-2.046027411892934
155	bel	trekken	-1.5608341365994556
156	jas	trekken	0
157	gat	vallen	-1.830384134674382
158	rol	vallen	-1.8043781481227323
159	windmolen	vechten	-2.7454899080400277
160	zadel	wippen	0
161	roos	zitten	-2.677894437087701
162	straat	zetten	-1.5810567736299859
165	vuur	spelen	-2.6114265833429124
166	kraag	vatten	-1.4848322161376657
167	ziel	trappen	-2.0699875190698345
168	handschoen	trouwen	-2.583868159765628
170	knie	krijgen	-1.92032156288873
171	wijs	brengen	0
172	broek	doen	-2.737589461813366
173	vinger	hebben	-2.868937060154296
174	deur	houden	-2.5374871017708327
175	hand	houden	0
176	achterhoofd	houden	-2.281919830882938
181	lat	staan	-2.5576454649175813
183	bocht	gaan	-2.258768507492442
184	aarde	vertrouwen	-2.532162086551746
185	voet	maken	-2.6203226204587784
