1	regen	drup	-1.0338246871754313
2	wal	sloot	-2.1722507374195095
3	hol	leeuw	-2.6557198355870724
4	been	grond	0
5	kat	spek	-1.5860979681999139
6	duit	zak	0
7	hoofd	hol	-2.025771514570761
8	leven	brouwerij	-2.7098715255910664
9	boter	vis	-1.6985628061531617
10	spek	bonen	-1.7268446582098664
11	water	wijn	-1.648136150305779
12	water	zee	-1.6806925591333255
13	duivel	biecht	-2.0892175490567695
14	kip	stok	-2.8901103769818355
16	maas	net	-2.819156685956634
17	handdoek	ring	-1.9614473401586487
18	kont	krib	0
19	geld	balk	-1.732795602691234
20	kind	badwater	-1.6113250859829504
21	olie	vuur	-2.0947749286961233
22	parel	zwijn	-1.7654234371736024
23	roet	eten	-2.6974154564987822
24	kop	wind	-1.8309485248206798
25	druk	ketel	-1.20407197444123
26	onderste	kan	0
27	boter	hoofd	-1.856531655713411
28	aal	staart	-2.672935596068645
29	appel	dorst	-1.5769744818619242
30	bord	kop	-2.1324032160774693
31	gat	hoofd	-1.9492892965858168
32	gat	hand	-1.9798946972424545
33	stok	deur	-2.637885526353741
34	stuk	kraag	-1.7485421053297538
35	vinger	pap	-2.6183587181553825
36	brood	plank	-1.8112738378047653
37	geld	zak	-1.687277742352937
38	haar	tand	-1.6377498389368728
39	heft	hand	-2.6640210707642638
40	pap	been	-2.5902687312829684
41	schaap	droog	-2.762180233835561
42	hand	knip	0
43	vinger	pols	-2.617365831231852
44	oog	zeil	-1.80775524973809
45	slag	arm	-1.719028105858251
46	hoofd	water	-2.3162910447306015
47	voet	stuk	-2.482164311303537
48	gezicht	plooi	-2.344624939960788
49	kat	boom	-1.5911052699239467
51	oor	hoofd	-2.43637122220471
52	kat	zak	-1.7397038246826375
53	appel	ei	-1.9599385696444314
54	ei	geld	-1.8006186556018295
55	baard	keel	-2.511342218084584
56	kous	kop	-2.6732132709738132
57	hoofd	boei	-2.424923885353786
58	veeg	pan	-1.6138591662509372
59	poot	grond	0
60	deksel	neus	0
62	waar	geld	0
63	oog	naald	-1.7870859214490329
65	aap	mouw	-2.48279132903742
66	kink	kabel	-2.045697460387212
68	boer	kiespijn	-2.0970951617780407
69	god	frankrijk	-2.8489522389002024
70	hand	tand	0
71	vinger	plek	-2.8093176016408905
72	vuur	scheen	-0.9206229477471037
73	slak	zout	-2.844605082631695
75	neus	wind	-1.9969033091092625
76	ziel	arm	-2.2073964404622552
77	vuur	slof	-2.13171895800598
78	been	lijf	0
79	pas	plaats	-2.0529242885973003
80	mug	olifant	-1.892314246822566
81	luis	pels	-1.5445911287159548
82	blad	mond	-2.0207003631342255
83	wind	zeil	-1.2901635484957665
86	koe	kalf	-2.1355096182127062
87	bok	schaap	-2.356623652088694
88	long	lijf	-2.8437472552435925
89	adder	gras	-1.7157052976384068
90	vlag	wimpel	-0.9133179541040571
91	spijker	kop	0
92	spijker	kop	0
93	vlieg	klap	-1.0245563180901962
94	paard	wagen	-1.7903156592350917
95	gat	lucht	-1.5919714779163356
96	hak	tak	-2.141363587115514
97	hart	riem	-0.9376940411467601
98	kop	zand	-1.4051472308926856
99	vuur	vlam	-1.72468523151994
100	rug	muur	-1.4875816838150555
101	zout	wond	-1.9110522446436522
102	advocaat	duivel	-2.56911040328072
103	ster	hemel	-2.343757136698347
104	koe	hoorn	-2.4789422162429844
105	knol	citroen	0
106	blok	slaap	-1.771427234681564
107	deur	huis	-2.4524122612934542
108	neus	boter	-1.900130204969337
109	wal	schip	-2.1688208567869522
110	daad	woord	0
111	hond	pot	0
112	hemd	lijf	0
113	hek	dam	-1.3983780488054445
114	held	sok	-2.279851783173509
115	vogel	kat	-1.7901090713934091
116	gesprek	dag	-2.2504741522376888
117	kind	rekening	-2.2022285154830015
118	hoofd	wolk	-2.262232533696531
119	vel	been	-2.276485477033032
120	neus	feit	-1.9473747997190414
121	zout	wond	-1.9110522446436522
122	boom	bos	-2.5797420298265026
125	zak	as	-2.8582990867977536
126	neus	boek	-2.143927501292177
127	water	brood	-1.6985575707511276
128	boel	stelt	-1.6945998594946592
129	deur	kier	-1.8856467565651367
130	kogel	kerk	-1.9275843499378336
145	zool	schoen	0
163	bloed	water	-2.350693584289451
164	eten	mond	-1.633973042899442
169	hand	haar	0
177	hart	keel	-1.399603860229265
178	kaas	brood	-1.7519772030153555
179	schrik	hart	-2.275558149474054
180	water	lip	-1.782676896572612
182	brood	mond	-2.268344471560801
186	water	mond	-1.8458301295313524
